itemNumber	string	score
17841	prosthodontie	1
17842	papegaaivissen, koraalriffen	1
17843	jeugdwelzijn	1
17844	chinoproteèinen,	1
17845	chimpansees	1
17846	melanomen , ledematen, perfusie	1
17847	spiervezels, neurotransmissie, voortplantingssnelheid, elekt	1
17848	bedrijfskunde, hoger onderwijs, onderwijsprogramma's,	1
17849	organisatiekunde	1
17850	ekfrasis	1
17851	1900-2000 ;	1
17852	1883-1963	1
17853	kammen	1
17854	longontsteking, streptococcus pneumoniae, antigenen, diagnos	1
17855	oxidasen	1
17856	chronologie	1
17857	overwinteren	1
17858	parasieten	1
17859	controleleer	1
17860	nationale identiteit	1
17861	postcommunisme	1
17862	postmodernisme	1
17863	waarheid	1
17864	theologie	1
17865	pleinvrees , gedragstherapie	1
17866	matrixfuncties , interpolatie	1
17867	analyse: overige (wiskunde)	1
17868	phaeocystis , zwavelkringloop	1
17869	dimethylsulfoniopropionaat, dimethylsulfide,	1
17870	bijten, krachten, kaakspieren, regelmechanismen	1
17871	wetenschapsfilosofie, godsdienstfilosofie	1
17872	rotatorenmanchetten	1
17873	non-steroèidale ontstekingsremmers	1
17874	medisch consult	1
17875	gewrichtsziekten	1
17876	turkse talen	1
17877	immigranten	1
17878	celkweek	1
17879	proton-transfer	1
17880	kapsels (bacteriën)	1
17881	44.75 infectieziekten	1
17882	koppelingseffecten , oscillatoren , eiwitten, infraroodspect	1
17883	niet-lineaire optica,	1
17884	noord-europa	1
17885	depots (archeologie)	1
17886	afvalstoffen	1
17887	riten	1
17888	offers	1
17889	500-1000	1
17890	ratten	1
17891	borstvoeding, flesvoeding, neuromusculaire	1
17892	ziekteverzuim,	1
17893	antipsychiatrie	1
17894	psychiatrie, filosofie, recensies,	1
17895	-opvoeding	1
17896	gezondheidsvoorlichting en	1
17897	maatschappelijke gezondheidszorg algemeen	1
17898	membranen, eiwitten, fotosynthese ,	1
17899	spiraalnevels, interstellaire materie	1
17900	marketingmix, inkoop	1
17901	leesstoornissen, lezen, onderwijs	1
17902	vouwen	1
17903	accounting, industrièele bedrijven	1
17904	polymeren, zelforganiserende systemen, fullerenen, ppv, stab	1
17905	zonnecellen, blokcopolymeren, geconjugeerde systemen, elektr	1
17906	psychologie), genetica	1
17907	drosophila, veroudering (biologie,	1
17908	beroepslegers	1
17909	militaire dienstplicht	1
17910	krijgsmacht	1
17911	89.81	1
17912	software, hergebruik, variabiliteit	1
17913	psychiatrische patiënten, hulpverlening	1
17914	organisatie, psychiatrische inrichtingen, organisatiestructu	1
17915	1841-1980	1
17916	bouwnijverheid, samenwerking,	1
17917	83.80 industriële organisatie: algemeen	1
17918	hansenula polymorpha, peroxysomen,	1
17919	ruis	1
17920	geluidmetingen	1
17921	infrastructuur	1
17922	kapitaalvorming	1
17923	engineering, enzymen, fosfotransferases, glucose, galactose	1
17924	bio-energetica	1
17925	aggregaten, j-aggregaten, self-assemblies,	1
17926	excitonen, optische eigenschappen, spectrometrie	1
17927	spoorelementen, zware metalen , natuurlijke stoffen, mariene	1
17928	afvalwater	1
17929	rechtspersonen, strafbaarheid	1
17930	meetkunde wiskundige modellen	1
17931	longkanker, oncolytica, resistentie, celbiologie	1
17932	neurofarmacologie	1
17933	ontdekkingen	1
17934	fosfotransferases, infraroodspectrometrie, membranen, mannit	1
17935	programmering	1
17936	dehydrogenase, pyrroloquinoline quinone, kristalstructuur	1
17937	quinoproteine methylamine	1
17938	chronische ziekten, hartzwakte, nierinsufficiëntie	1
17939	lichamelijke opvoeding, evolutie	1
17940	bijstand	1
17941	spiraalnevels, rotatie , waterstof	1
17942	gebruikersinterfaces	1
17943	bouwkunst	1
17944	sociale $verandering	1
17945	economische ontwikkeling, landgebruik	1
17946	openbare orde	1
17947	stikstofdioxyde	1
17948	elektronenmicroscopie, breuken (mechanica), mechanische span	1
17949	aluminium , schuim , structuur,	1
17950	zelfstandige naamwoorden	1
17951	geslacht (taalkunde)	1
17952	85.05 management en organisatie: algemeen	1
17953	financièele verhoudingen	1
17954	koloniale politiek,	1
17955	1860-1900	1
17956	geschiedenis van azië	1
17957	iras , moleculaire wolken , infraroodstraling	1
17958	vogeltrek, kosten-batenanalyse	1
17959	generalisatie	1
17960	polynomen	1
17961	variatierekening	1
17962	verpleegkunde, informatiemanagement	1
17963	digitale technieken, vleesvliegen	1
17964	beeldverwerking, visueel systeem,	1
17965	immuuncomplexen , antistoffen, antigenen	1
17966	nieuwe testament	1
17967	jodendom	1
17968	0-500	1
17969	oxetanonen , stereoselectiviteit, chiraliteit, synthese (che	1
17970	voorlopercellen	1
17971	prostaglandinen	1
17972	regressieanalyse, discriminantanalyse, variabelen, optimalis	1
17973	tandglazuur, cariës, mineralen	1
17974	eenoudergezinnen, opvoeding, schoolloopbaan	1
17975	philadelphia (verenigde staten)	1
17976	regen, naaldbossen, verdamping	1
17977	nucleon-nucleon-verstrooiing	1
17978	supergravitatie, supersymmetrie	1
17979	kristallen , deeltjesgrootte, poeder (procestechnologie), ha	1
17980	malen, breuken (mechanica), mechanische eigenschappen,	1
17981	multiniveau-analyse	1
17982	methodologie, huisartsgeneeskunde ,	1
17983	35.79	1
17984	werkwoorden, zinsverwerkingsproces	1
17985	psycholinguïstiek: overige	1
17986	immuunsysteem, geslachtshormonen,	1
17987	metacognitie,	1
17988	prestaties, sociale beèinvloeding	1
17989	beslagrecht	1
17990	dunne darm	1
17991	linoleenzuur	1
17992	linolzuur	1
17993	begrijpend lezen	1
17994	ziekte van hodgkin, hla-antigeen, epstein-barr-virus;	1
17995	rhodopseudomonas palustris	1
17996	auditorische hallucinaties	1
17997	vogeltrek, strandlopers	1
17998	vleesvliegen, smaakzin	1
17999	verdelingen (statistiek), gevolgtrekkingen	1
18000	bedelorden, begijnen	1
18001	eierenleggen, koolmees	1
18002	cytotoxiciteit , hemodialyse, niertransplantatie	1
18003	alkalische fosfatase, lever, bruine rat	1
18004	atresie	1
18005	kasai	1
18006	1776-1827	1
18007	spaans-amerikaanse letterkunde	1
18008	cara, immuunreacties, immunoglobulinen, hydrocortison	1
18009	moleculaire-bundelepitaxie,	1
18010	politieke vorming, leerkrachten	1
18011	clostridium perfringens	1
18012	bacillus subtilis, genexpressie, secretie ,	1
18013	renine angiotensine systeem , proteïnurie	1
18014	en executieverdrag	1
18015	internationaal privaatrecht, vreemdelingen, allochtonen, eur	1
18016	beslagrecht, rechtsmacht, verhaalsrecht ,	1
18017	acrylaten , polymerisatie, fotoreacties,	1
18018	cyclobutadieen , radicalen (chemie), ionen , structuur, azap	1
18019	benzodiazepinen	1
18020	bepaling	1
18021	beeldverwerkende diagnostiek schildwachtklieronderzoek	1
18022	financièele aspecten	1
18023	faillissement	1
18024	faillissementsrecht ;	1
18025	protonen, ionen , afremming	1
18026	gist, peroxysomen, biosynthese , hansenula polymorpha	1
18027	stamcellen, fibroblasten , groeifactoren (biowetenschappen)	1
18028	pedagogiek: overige; kinderen, ouders, kanker	1
18029	mond, leukoplakie , laserchirurgie, gaslasers,	1
18030	quasiperiodiciteit	1
18031	33.26	1
18032	polycyclische verbindingen	1
18033	aromatische verbindingen	1
18034	herbig ae-be sterren	1
18035	voortplanting (biologie), geslachtsverhouding,	1
18036	35.10	1
18037	dosering	1
18038	idiotype	1
18039	arthrobacter p1 , methylotrofe bacterièen, stofwisseling	1
18040	charge coupled device , optische astronomie proefschriften (	1
18041	geluidshinder	1
18042	halleffect	1
18043	kwantumelektronica	1
18044	verkoopbevordering	1
18045	kernkrachten, kernreacties	1
18046	elektrodynamica	1
18047	afwijkingen, seksen	1
18048	tumoren, embryo's, muizen, chromosomen,	1
18049	onderwijsverzorging	1
18050	81.19	1
18051	diëlektrische verschijnselen, koperoxiden, lanthaniden, mag	1
18052	cryosurgery	1
18053	tetrahydrofuranen	1
18054	rhodium fosfine complex	1
18055	josephson-effect	1
18056	supergeleidend materiaal, halfgeleiders,	1
18057	wortelkanaal, ontsmetting, glutaardialdehyde	1
18058	mariene sedimenten, bacteriën, fotosynthese	1
18059	hydroxylapatiet	1
18060	rechtspersonen, bestuursorganen	1
18061	privatisering, overheidstaken, overheid,	1
18062	zingeving	1
18063	fotosynthese , inactivering	1
18064	emu, belastingpolitiek	1
18065	eu-landen,	1
18066	onderzoeken (vorm)	1
18067	melanomen , metastasen, longitudinale	1
18068	vruchten	1
18069	streptococcus cremoris , peptiden, hydrolyse	1
18070	39.22	1
18071	celbiologie en celfysiologie enzymen	1
18072	computergestuurde diagnostiek	1
18073	prenatale zorg	1
18074	77.14	1
18075	urinewegen	1
18076	bacterie͏̈le $infecties	1
18077	zwangerschap proefschriften (vorm)	1
18078	fotonische kristallen, golven (algemeen, natuurkunde),	1
18079	voortplanting (natuurkunde)	1
18080	ouderen, bejaardenzorg, armenzorg, bejaarden	1
18081	rechtsbescherming tegen de overheid, bestuursrecht, rechtsbe	1
18082	86.56 bestuursprocesrecht	1
18083	macht, sociale psychologie	1
18084	zeer moeilijk opvoedbare kinderen,	1
18085	kwetsbaarheid	1
18086	macromoleculen, natuurlijke stoffen, elektronenmicroscopie	1
18087	atrieel natriuretisch peptide	1
18088	cd20-antigen	1
18089	trachea, biomaterialen, prothesen	1
18090	oncolytica, dna-topoisomerase, chemotherapie	1
18091	ondersteuningssystemen	1
18092	17.63	1
18093	p-glycoproteinen	1
18094	bloed-liquor-barriere	1
18095	bedreigde soorten	1
18096	cinchona, ephedra, alkaloïden,	1
18097	radiobiologie	1
18098	electrosprays	1
18099	ioniserende straling	1
18100	monocyten, cytokinen, genexpressie, regelmechanismen	1
18101	beleidsovereenkomsten	1
18102	eidereend, ecologie, populatiedynamica	1
18103	spinrelaxatie	1
18104	bacterièen, mond, adhesie	1
18105	histamine , bepaling	1
18106	verhoudingen	1
18107	stadsbevolking, platteland, verzuiling, sociale	1
18108	bewijs (recht),	1
18109	biografieën	1
18110	nonnen	1
18111	moderne devotie	1
18112	14xx-15xx	1
18113	cytomegalovirus , infecties	1
18114	molecuulgewicht , nieren	1
18115	drug targeting, eiwitten, laag	1
18116	duurzame ontwikkeling, materiaaltoepassing	1
18117	, transplantatie, eilandjes van langerhans proefschriften (v	1
18118	rijswijk (zuid-holland)	1
18119	aids, preventie, overheidsbeleid, regelgeving proefschriften	1
18120	1983-1993	1
18121	gezondheids- en patientenrecht	1
18122	(natuurwetenschappen), simulatie	1
18123	pionen, sterke wisselwerking , fusie	1
18124	internationaal recht: algemeen	1
18125	77.53	1
18126	moleculaire chaperonnes, shigella , membranen, aldolase , tr	1
18127	kristallografie, 35.75 eiwitten, nucleïnezuren	1
18128	brandvertragers	1
18129	1870-1910	1
18130	lactococcen, membranen, stoftransport,	1
18131	bacillus subtilis, genen, kloneren, dna, transformatie	1
18132	vasculaire endotheliale groeifactoren angiogenese	1
18133	microcirculatie	1
18134	affect	1
18135	personality-disorder	1
18136	cognitive reactivity	1
18137	psychological interventions	1
18138	progesteron , receptoren , positronemissietomografie,	1
18139	thermofiele bacterièen, anaèerobe bacteriëen,	1
18140	oxidatieve stress, basale ganglia, ziekte van parkinson, ver	1
18141	fungi, draadwormen, wisselwerking	1
18142	spoorelementen, lever, biologisch transport,	1
18143	organometaalcomplexen, katalyse	1
18144	organometaalverbindingen, lanthaan , cerium ,	1
18145	triosefosfaatisomerase	1
18146	trypanosomiasis	1
18147	bloedstolling, fibrinolyse, hartlongmachine	1
18148	influenza-virussen, fusie (natuurwetenschappen), membranen,	1
18149	efferente zenuwen	1
18150	1323-1989	1
18151	visolie	1
18152	geneesmiddelen, medische consumptie,	1
18153	gezagsverhoudingen, ouder-kind-relaties, politiek	1
18154	1980-1990;	1
18155	1970-1985	1
18156	positronemissietomografie, fluorprogestines, metoprolol , re	1
18157	35.66 terpenen, steroïden, alkaloïden, 44.64 radiologie	1
18158	aortabifurcatie, atherosclerosis obliterans, afmetingen	1
18159	overleving	1
18160	terugval	1
18161	internationaal milieurecht, grensgebieden	1
18162	ecologische aspecten, groei	1
18163	grote weegbree, grote brandnetel, kooldioxide,	1
18164	mutaties, genen	1
18165	beeldverwerking, neurale netwerken	1
18166	zware elementen	1
18167	fictie, culturele identiteit, nieuwgrieks	1
18168	nieuwgriekse taal- en letterkunde 1950-2000	1
18169	xerostomie	1
18170	oorspeekselklier	1
18171	rituximab	1
18172	spiraalnevels, messier 51, messier 83 ,	1
18173	ernst lange 1927-1974	1
18174	oecumene	1
18175	missiologie	1
18176	wereld	1
18177	11.78	1
18178	archaea, signaalstoffen, sulfolobus solfataricus, extremofie	1
18179	dna-onderzoek, domeinen, hyperthermofielen	1
18180	enzymen, hormonen, vitaminen (biochemie), 42.30 microbiologi	1
18181	boraatglas, structuur;	1
18182	geïllustreerde handschriften, monte oliveto (siena), wetens	1
18183	14xx	1
18184	codicologie	1
18185	organisatieadvisering	1
18186	overheidsinstellingen	1
18187	88.20	1
18188	cidnp , fotochemie , natuurlijke stoffen, radicaalreacties	1
18189	interstitiële vloeistof	1
18190	whiplash injury, prevalentie, epidemiologie	1
18191	psychologische aspecten, gevolgen	1
18192	adp-glucose pyrofosforylase, vertakkingsenzymen , zetmeel, b	1
18193	(biochemie) immuno-elektronenmicroscopie,	1
18194	urine-incontinentie, vrouwen	1
18195	duurzaamheid	1
18196	transport (planologie)	1
18197	verkeer	1
18198	tumoren, farmacotherapie, beenmerg, autotransplantatie	1
18199	hydroxyzuren	1
18200	bayley scales of infant development - nederlands	1
18201	taalfilosofie	1
18202	regelmechanismen, labeling, membranen, biologisch transport	1
18203	golgi-complex, sfingolipiden	1
18204	hudsonbaai	1
18205	toendra's	1
18206	lichaamstemperatuur	1
18207	lyme-ziekte, histopathologie	1
18208	lichamelijke aantrekkelijkheid	1
18209	volwasseneneducatie, vrouwen, voortijdig schoolverlaten	1
18210	biotechnologie, fungi	1
18211	styreen , afvalgassen, scheidingstechnieken,	1
18212	quadrupoolmomenten	1
18213	elektronenstructuur van atomen en moleculen: theorie	1
18214	systeemtheorie , psychiatrie	1
18215	franeker	1
18216	ubiquitine	1
18217	chemische reacties	1
18218	ganzen, vogeltrek, foerageren, klimaatveranderingen	1
18219	depressies (psychiatrie), circadiaans	1
18220	eiwitten, aspergillus niger, groei	1
18221	bangla desh	1
18222	33.16	1
18223	krommen, topologie, grafentheorie	1
18224	lever, transplantatie, voorspelbaarheid	1
18225	scholeksters, diergedrag	1
18226	godsdienstige bewegingen, sekten,	1
18227	waterbalans (hydrologie)	1
18228	48.42	1
18229	kartonindustrie	1
18230	bindweefselziekten, longziekten	1
18231	antistoffen, granulocyten	1
18232	infectieziekten, anca, antigenen,	1
18233	monetaire theorie, onzekerheid	1
18234	lauwerszeegebied	1
18235	stabilisatoren, suspensies , polymerisatie, modificatie	1
18236	vaatchirurgie , kinderen	1
18237	transpositie, hartritmestoornissen, mustardoperatie, atriums	1
18238	autotransplantatie	1
18239	diagenese	1
18240	38.41	1
18241	38.28	1
18242	volvo	1
18243	cassave	1
18244	acrylzuur	1
18245	crises	1
18246	sociografie	1
18247	sociale geschiedenis	1
18248	1880-1890	1
18249	1878-1895	1
18250	jaloezie,	1
18251	menstruele cyclus	1
18252	geschiedenis van de scheepvaart scheepsbouw en schepen	1
18253	schepen	1
18254	vissersschepen	1
18255	vrachtschepen	1
18256	1830-1920	1
18257	medisch tuchtrecht , patièentenrecht	1
18258	gezondheids- en patièentenrecht	1
18259	gammastraling, isotopen	1
18260	peptiden, receptoren , radionucliden, bestralingstherapie, s	1
18261	geestelijke gezondheidszorg, zorg,	1
18262	angina pectoris, positronemissietomografie, hartspier, micro	1
18263	dogmatiek	1
18264	sacramenten	1
18265	allegorese	1
18266	uitspraak (taalkunde)	1
18267	klinkers	1
18268	zweedse taalkunde	1
18269	medische microbiologie ;	1
18270	microdialyse, klinische chemie, monitoring	1
18271	polyethyleenoxyde	1
18272	1544-1588	1
18273	huwelijk (sociologie)	1
18274	personalisme, theologie, filosofie	1
18275	elliptische sterrenstelsels, structuur	1
18276	79.63	1
18277	additiereacties, stereoselectiviteit, metathese (chemie), cy	1
18278	symmetrie , koperverbindingen, grignardverbindingen , thiole	1
18279	spiervezels, gladde spieren , signalen	1
18280	longen, transplantatie	1
18281	laserchirurgie	1
18282	glottis	1
18283	pseudomonas oleovorans, alkanen , oxidatie, genen	1
18284	cognitieve processen, motorische processen	1
18285	echtgenoten	1
18286	71.62	1
18287	àzer (metaal), elektronenstructuur	1
18288	magneto-elektronica	1
18289	dièelektrische en optische eigenschappen spectroscopie	1
18290	waaiertje, genetica, groei	1
18291	bivalvia, soorten (biologie), biodiversiteit, getijdezones,	1
18292	longontsteking, stralingsbelasting , cytokinen, computertomo	1
18293	aspecten , grieken	1
18294	archeologische vondsten, keramiek, culturele	1
18295	sybaris	1
18296	bestuurdersaansprakelijkheid bij faillissement	1
18297	vennootschapsrecht, wet bestuurdersaansprakelijkheid, wet	1
18298	aansprakelijkheid, bestuurders rechtspersonenrecht,	1
18299	nitrieten , oxidatie, bodembacteriën, ecologie	1
18300	vulkanische bodems	1
18301	edelgassen, moessbauer effect, metalen, halfgeleiders	1
18302	magnetische resonantie, magnetische relaxatie, mòssbauereff	1
18303	lobus frontalis cerebri	1
18304	collectief geheugen	1
18305	vrijheid, bewustzijn,	1
18306	1789-2007	1
18307	grondbezit	1
18308	politiek	1
18309	monetaire reserves, economische	1
18310	eiwitten, geneesmiddelen, productieprocessen,	1
18311	niertransplantatie, participatie	1
18312	mondziekten , classificatie, spectrometrie proefschriften (v	1
18313	orthodontie, wiskundige modellen	1
18314	stress, hormonen	1
18315	haringen	1
18316	42.81	1
18317	organometaalverbindingen, yttrium, organometaalcomplexen, pe	1
18318	rooms-katholicisme, eredienst	1
18319	geïllustreerde handschriften, missalen,	1
18320	bologna (stad)	1
18321	glycoprotei͏̈nen	1
18322	existentie van oplossingen	1
18323	affiene structuren	1
18324	affiene algebra's	1
18325	niet-lineaire dynamica	1
18326	patholinguïstiek, 18.28 italiaanse taalkunde	1
18327	bank, europese unie, verantwoordingsplicht proefschriften (v	1
18328	uitstrijken	1
18329	detectie	1
18330	polariteit (taalkunde)	1
18331	categoriale grammatica , semantiek, ontkenningen (taalkunde)	1
18332	schizofrenie, etiologie (geneeskunde)	1
18333	hartkamers, hartritmestoornissen, linker ventrikel	1
18334	handelingstheorie, pedagogiek	1
18335	analytische chemie	1
18336	35.39 analytische chemie: overige	1
18337	deontische logica	1
18338	alkanen , biodegradatie, pseudomonas oleovorans, biotechnolo	1
18339	eu-landen, verenigde staten	1
18340	onderkaak , molaren, crypten , postnatale ontwikkeling	1
18341	sociale $evolutie	1
18342	technische vernieuwing	1
18343	hartlongmachine, bloedcellen	1
18344	isobaren (kernfysica)	1
18345	helium 3	1
18346	coulomb repulsie	1
18347	kernverstrooiing: theorie	1
18348	vetcellen , adrenoceptoren, lipolyse, vetzucht	1
18349	bloeddruk, meetinstrumenten , ambulante behandeling	1
18350	fluorkoolwaterstoffen	1
18351	belangengroepen	1
18352	verdragen	1
18353	integrale milieubeleidsinstrumenten	1
18354	bivalvia, groei, voedingsstoffen	1
18355	waddenzee ;	1
18356	overheidseconomie ;	1
18357	stralingsbeschadiging, ionenimplantatie , metalen, fcc-struc	1
18358	wetenschappelijk onderwijs leerplanontwikkeling	1
18359	overleg	1
18360	cariès, preventie, fluoriden, evaluatie	1
18361	ontstekingen(geneeskunde)	1
18362	ruimtelijke waarneming	1
18363	anticipatie (psychologie)	1
18364	extrusie , reactoren, polymerisatie	1
18365	ooglens, presbyopie	1
18366	koolstof 13, zwavelverbindingen , sedimenten,	1
18367	aminopyridine	1
18368	vetzuren, stofwisseling, hypothyreoïdie, diabetes mellitus,	1
18369	duurzaamheid (algemeen)	1
18370	amersfoort	1
18371	datamining	1
18372	geslachtsbepaling	1
18373	haploèidie	1
18374	elektrische eigenschappen	1
18375	magnetisme (fysica)	1
18376	glycogeen	1
18377	byzantijns recht, datering,	1
18378	08xx-09xx	1
18379	messianisme	1
18380	dode-zeerollen	1
18381	11.26 stromingen binnen het jodendom	1
18382	1848-1923	1
18383	biomaterialen, weefsel	1
18384	speciale theoriee͏̈n van elementaire deeltjes en velden	1
18385	tumoren, therapieën	1
18386	lichtabsorptie	1
18387	differentievergelðkingen, lineaire vergelðkingen, meromorf	1
18388	labor productivity	1
18389	eurazië	1
18390	endocrien systeem	1
18391	corticosteron	1
18392	roodborsttapuit	1
18393	tapuit	1
18394	partiële differentiatie	1
18395	golfpakket	1
18396	ministerie van binnenlandse zaken, bureaucratie	1
18397	1813-1940	1
18398	jeugdbescherming, inrichtingsopvoeding, zeer moeilijk opvoed	1
18399	1941-1967	1
18400	trombelastografie	1
18401	ventrikelseptum, bloedsomloop, lichamelðke inspanning, kind	1
18402	oogziekten	1
18403	burkholderia	1
18404	ribonucleasen	1
18405	bestraling, slijmvliezen, mond, mucositis, therapieën	1
18406	nederland, 4.415 duitsland	1
18407	bevoegdheden , faillissementsrecht	1
18408	arbeidsomstandigheden, luchtverontreiniging , astma	1
18409	uroflowmetrie , prostaathypertrofie	1
18410	unctad, grondstoffen, internationale economische betrekkinge	1
18411	benthonische fauna, mariene ecologie , thiobacilli,	1
18412	zuurstof , zwaveloxiden	1
18413	nadh dehydrogenase	1
18414	depletie	1
18415	openbaar vervoer, dienstregeling ,	1
18416	83.82	1
18417	bloedsuiker,	1
18418	reumatoèide artritis	1
18419	systeemziekten	1
18420	cardiotoxiciteit	1
18421	tandheelkundige implantaten, infecties	1
18422	83.46 ontwikkelingseconomie	1
18423	ontwikkelingseconomie, kredietverlening,	1
18424	groepsdynamica, kredietwezen , restitutie	1
18425	amorf materiaal, glastoestand , veldionenmicroscopie	1
18426	, kledingindustrie, structurele aanpassing (ontwikkelingseco	1
18427	biologische aspecten	1
18428	wetenschappen	1
18429	immuunreacties, slðmvliezen	1
18430	enterotoxines, escherichia coli, vaccins,	1
18431	scheiding (tweerelaties)	1
18432	verslaving als sociaal probleem	1
18433	opdampen	1
18434	polykysteus-ovarium-syndroom	1
18435	follikel	1
18436	grieken	1
18437	socialisatie (sociale wetenschappen)	1
18438	intercultureel onderwijs	1
18439	71.63	1
18440	kernreacties, precompound decay , random walks (statistiek)	1
18441	competentie (microbiologie)	1
18442	s-la	1
18443	vacteriën	1
18444	annexin v, celwanden	1
18445	rechtsvergelijking (vorm	1
18446	stikstofverbindingen	1
18447	binucleaire complexen	1
18448	lupus erythematodes disseminatus immunopathologie	1
18449	licht-donker-ritme, slaap-waak cyclus, mensen	1
18450	schrift, aramees	1
18451	thermische eigenschappen	1
18452	waterstof,	1
18453	nanokristallojne materialen,	1
18454	chiraliteit, asparaginase, fenylalanine, aldehyden, grignard	1
18455	aminozuren, synthese (chemie), symmetrie	1
18456	aminozuren, peptiden, eiwitten	1
18457	ziekte van wilson	1
18458	44.77 stofwisselingsziekten	1
18459	speekselklieren , computertomografie	1
18460	leermoeilijkheden, remedial teaching, onderwijsresearch, wet	1
18461	voorbereidend middelbaar beroepsonderwijs,	1
18462	secundair onderwijs: algemeen	1
18463	inflatie , loonvorming , ideologie;	1
18464	vergelijkend onderzoek	1
18465	bedrijfstakken	1
18466	salarissen	1
18467	onderwijs en werkgelegenheid	1
18468	autopsie	1
18469	maligne cellen	1
18470	gliomen	1
18471	demonologie	1
18472	magie, waarzeggerij, bourgondische huis,	1
18473	hazenlip, gespleten gehemelte, kinderen,	1
18474	ontwikkelingsstoornissen, sociale cognitie, kinderen, autism	1
18475	snurken	1
18476	efficièentie	1
18477	obstructief slaapapneusyndroom	1
18478	ouderschap	1
18479	etnische betrekkingen	1
18480	sterrenstelsels, beweging (activiteit), wrijving	1
18481	statistische analyse,	1
18482	horax	1
18483	fokke sierksma (1917-1977)	1
18484	gerardus van der leeuw (1890-1950)	1
18485	siliconenrubber	1
18486	neutronenreacties	1
18487	schillenmodel	1
18488	vermogen	1
18489	geneesmiddelen, inuline, bereiding, scheidend	1
18490	ethica nicomachea (aristoteles)	1
18491	griekse en romeinse filosofie	1
18492	achtergrondstraling, radon	1
18493	arbeidsongeschiktheid , stress	1
18494	kustwateren, mineralisatie, voedingsstoffen	1
18495	suikerderivaten	1
18496	zeep	1
18497	doodsangst , groepsvorming	1
18498	voortplantingstechnieken	1
18499	psychomotorische ontwikkeling ontwikkelingsstoornissen	1
18500	reproductietechniek	1
18501	79.11	1
18502	ver. verzekeringskamer	1
18503	expertsystemen	1
18504	kwantumelektrodynamica, dyson-schwinger-vergelijkingen	1
18505	kwaliteitszorg,	1
18506	programmatuurontwikkeling,	1
18507	rampen	1
18508	dramatiseringen	1
18509	kanker, farmacotherapie, liposomen	1
18510	ruimtelijke ordening, stadsplanning	1
18511	àsselmeerpolders	1
18512	membranen,	1
18513	structuu	1
18514	chemische	1
18515	roostermodellen, thermodynamica , potts-model, niet-commutat	1
18516	veen, inundaties, moerasland	1
18517	oppervlaktewater (hydrologie)	1
18518	patroonherkenning, optical character	1
18519	stabiliteit, protein engineering, proteèinasen	1
18520	moleculaire biologie ; bacillus, eiwitten	1
18521	scholen	1
18522	dissolved organic carbon, particulate organic	1
18523	carbon, radiokoolstofdatering, koolstof 13, koolstof 12	1
18524	3eems-dollard-estuarium	1
18525	hydrologie: overige	1
18526	financiering, warrants, optiehandel, investeringen	1
18527	1798-1848	1
18528	verslaving	1
18529	bacteriën, gist, biofilms, adhesie	1
18530	bacteriële infecties, coating, biofilms, antibiotica, bioma	1
18531	blokcopolymeren, polyethyleenoxyde, staphylococcus aureus	1
18532	medische fysica ; polymer brushes,	1
18533	transporteiwitten, mechanoreceptoren, lactococcus lactis	1
18534	schriftcultuur	1
18535	nigeria;	1
18536	overige godsdiensten; godsdiensten, joruba (volk)	1
18537	lysophospholipids	1
18538	didactische werkvormen	1
18539	beroepsstress	1
18540	bladeren, membranen, proton-transfer,	1
18541	kunstmest, distributie, privatisering	1
18542	overige landbouwtechniek	1
18543	job (bijbelboek), theodicee, bijbelse theologie,	1
18544	politie, reorganisatie, centralisatie ,	1
18545	elliptische sterrenstelsels, sterevolutie,	1
18546	drechtstreek	1
18547	noord-limburg	1
18548	xas	1
18549	cyclisch adenosinemonofosfaat (cyclisch) tonus	1
18550	arteria basilaris, hemodynamica , computermodellen	1
18551	44.11 preventieve geneeskunde ;	1
18552	magalhaense wolken	1
18553	afwijkingen	1
18554	geneesmiddelen, zwangerschap, aangeboren	1
18555	surfactantia, micellen, polymeren, organometaalcomplexen	1
18556	nucleus basalis	1
18557	ontstekingen (geneeskunde),	1
18558	groeihormonen	1
18559	prerafaëlieten	1
18560	beeldende kunsten	1
18561	apolipoproteïnen	1
18562	vldl	1
18563	ace-remmers, hartzwakte	1
18564	transplantatie, cytomegalovirus , immuniteit	1
18565	stemprothese	1
18566	dna, diagnose	1
18567	44.93	1
18568	auteurschap, romans, deens	1
18569	deense letterkunde	1
18570	bruine rat	1
18571	slaap, homeostase, hersenen, temperatuur,	1
18572	obstructief slaapapneusyndroom, therapieën	1
18573	creativiteit , wetenschap	1
18574	wetenschapsbeoefening	1
18575	longen, eiwitten	1
18576	tocoferol	1
18577	boodschappers (biochemie)	1
18578	bronchuscarcinoom	1
18579	tabletten, dextrine, bindmiddelen,	1
18580	oligodendrocyten	1
18581	sociale integratie, ergotherapie, sociale werkvoorziening	1
18582	antimicrobiële middelen	1
18583	ace-remmers, bradykinine	1
18584	stem	1
18585	fictie	1
18586	vertelkunst	1
18587	18.53	1
18588	organisatiekunde, bevoegdheden ,	1
18589	bedrijfsinterne milieuzorg	1
18590	virologie	1
18591	sociale aspecten, ziekte, gezondheid, kleine kwalen	1
18592	beeldmanipulatie, beeldverwerking, operatoren, complexiteit	1
18593	opdrachten (algemeen)	1
18594	galzouten transporteiwitten	1
18595	voedselopname, vetzucht	1
