ppn	ppn label	occurrences	brinkey depth
244173850	meertaligheid	1	2
075614057	literatuurwetenschap	1	1
075614022	literatuurgeschiedenis	1	1
075666847	ruimterecht	1	2
075616351	natuurwetenschappen	1	1
07561376x	letterkunde	1	1
075602768	chemisch reinigen	1	2
075625814	verspanende metaalbewerking	1	2
075627507	wilde dieren	1	2
075617374	oosterse kerken	1	2
075627957	ijzersmeedkunst	1	3
075616793	obligaties	1	5
075681927	onteigening	1	1
075602202	speciaal onderwijs	1	2
075622106	sociografie	1	1
07566335x	relatievormen	1	1
075615002	merkenrecht	1	4
075619814	psychosomatische ziekten	1	2
075610337	internationaal privaatrecht	1	3
075600935	betalingsverkeer	1	1
075663651	schrijven	1	1
075608391	groepstherapie	1	2
075604833	economische prognoses	1	2
075664127	studiebegeleiding	1	2
075623102	stoïcisme	1	2
075624176	theologie	1	1
154083402	gips	1	1
075660768	leermethoden	1	1
173414834	mechatronica	1	3
075675064	indiase taal- en letterkunde	1	2
075617366	oosterse godsdiensten	1	2
075603748	defensiepolitiek	1	2
075658704	economisch recht	1	2
075603624	cybernetica	1	1
075609118	historische geografie	1	2
149699050	centraal-azië	1	1
075636700	telecommunicatie	1	2
075625148	vakanties	1	1
075604566	drenthe ; sociografie	1	3
075602326	burgerlijk wetboek	1	2
075599651	archieven	1	1
075652927	massamedia	1	2
075612712	kunsthandel	1	2
075662701	partners	1	2
191527335	hindi	1	3
075628031	zeeën	1	1
075606933	gelaatkunde	1	1
07560843x	groningen (prov.) ; geschiedenis	1	3
075604795	econometrie	1	2
24398958x	kwelders	1	2
075659328	gemeentefinanciën	1	4
075599473	arbeidsanalyse	1	2
331358077	zwarte gaten	1	2
075613387	afspeelapparatuur	1	2
291332498	speekselklier(ziekten)	1	3
075690802	klierziekten	1	2
075620081	raketmotoren	1	4
075660830	leningen	1	4
324175795	mashonaland	1	2
204442451	zambesi (rivier)	1	2
217257666	iraanse taal- en letterkunde	1	2
075663295	reflexzonetherapie	1	2
188277978	schuldhulpverlening	1	2
075684357	telematica	1	3
07560969x	huurwetgeving	1	2
075608928	helikopters	1	3
075665921	zwakstroom-techniek	1	3
075628252	zelfbeschikkingsrecht	1	2
07561510x	meteorieten	1	2
075612305	koloniale geschiedenis ; buitenland	1	2
075618540	persvrijheid	1	3
075651181	singapore	1	1
075610981	kaas	1	3
075659255	geld	1	1
075650576	glasgow	1	3
075627795	wijn	1	3
075623382	studievoorlichting	1	2
075657384	bejaardenverpleging	1	2
075663856	sociologische onderzoeksmethoden	1	1
075624230	tin	1	2
075603292	conditietraining	1	1
39092833x	synthetische biologie	1	3
075608855	heideflora	1	2
075660601	kunstenaars	1	1
075607107	geluidshinder	1	2
28240631x	la réunion	1	1
075661349	milieuwetten	1	2
075609029	hersenanatomie	1	4
075609614	hulpverlening	1	1
075613840	lexicografie	1	2
075604841	economische stelsels	1	1
075665689	zelfkennis	1	4
075601060	bewustzijnspsychologie	1	3
344762122	caribisch nederland	1	1
075660865	lezen	1	1
075660911	literatuuronderwijs	1	2
075658143	christendom en islam	1	1
075663341	relatieproblemen	1	1
075689537	ouderenhuisvesting	1	3
075627175	wereldoorlog i	1	2
075680106	muziekpsychologie	1	3
075616017	muziekonderwijs	1	2
075605724	exacte wetenschappen	1	1
075598817	alcoholische dranken	1	2
075614391	maatschappelijke gezondheidszorg	1	2
07562561x	verkiezingen	1	1
075665018	vluchtcontrole	1	3
075601346	biologie	1	1
075658615	differentiatie (onderwijs)	1	2
07562804x	zeefauna	1	3
157024660	arctica	1	1
07563919x	sicilië	1	2
075617935	paardensport	1	2
075603802	denken	1	4
075613689	leesstoornissen	1	2
075626578	vrachtauto's	1	4
075657252	bedrijfsomzet	1	3
075606305	fossielen	1	2
075634805	zweden	1	1
089431251	zwarte zee	1	1
075598981	ambtenaren	1	2
075639009	gambia	1	1
075628686	zuigelingenzorg	1	2
075673290	toegepaste taalwetenschap	1	2
075658763	economische orde	1	1
075650932	couveusekinderen	1	3
075616645	nonnen	1	1
075661276	middelnederlandse letterkunde	1	3
075621835	sluizen	1	4
075659891	hydrostatica	1	3
075598329	aardgas	1	3
162989733	asbest	1	2
141964790	telewerken	1	3
075659840	huishoudelijke arbeid	1	2
075607670	gewervelde dieren	1	2
075663775	sociale economie	1	2
075626918	waterschappen	1	2
075631792	hongarije	1	1
320582841	finse golf	1	1
203946847	archangelsk	1	2
075663783	sociale geschiedenis	1	2
075658992	examens	1	1
075615088	metallurgie	1	1
075660881	liefde	1	4
075615061	metafysica	1	2
075657058	aristotelische filosofie	1	2
075665778	ziekenhuisopname	1	1
075680092	humaniora	1	1
075656647	afrikaanse taal- en letterkunde	1	2
075633299	portugal	1	1
075606186	financiële rekenkunde	1	4
075622041	sociale pedagogiek	1	3
075610043	industriepolitiek	1	2
075630591	europa	1	1
075607328	geografie	1	1
176920315	economische ethiek	1	2
252074610	institutionele economie	1	2
075609290	hoofdpijn	1	2
075659425	gewasbemesting	1	5
075669277	milt(ziekten)	1	2
375909990	amazonegebied	1	3
123965756	hamburg	1	2
075602830	china ; sociografie	1	2
075662833	petrologie	1	3
075642646	libië	1	1
075642034	rijn	1	1
241621194	löss plateau (china)	1	2
075632209	limburg	1	2
07563242x	marokko	1	1
075682656	oplosmiddelen	1	3
244676445	europees energiebeleid	1	3
075666537	klinische chemie	1	3
075618486	personeelsselectie	1	2
07560535x	engelse letterkunde	1	2
075662663	paleografie	1	1
075622769	gemeentehuizen	1	2
075657481	bevruchtingstechnieken	1	1
181076497	optiebewijzen	1	5
075622416	speelleervormen	1	1
203478541	computerspel	1	1
075618192	parkeervraagstuk	1	2
07566206x	opname apparatuur	1	2
238358194	dvd's	1	3
187568057	juda	1	2
075662256	jozua	1	3
075686783	muziekwetenschap	1	1
075641127	venezuela	1	3
075660792	leesbevordering	1	2
075613824	levensverzekeringen	1	2
339448792	kwazulu-natal	1	2
075639998	drenthe	1	2
344003973	altaj (gebergte)	1	3
229900682	kinkhoest	1	3
075621770	slavische taalkunde	1	2
075660415	kleinvee	1	1
07560518x	elite	1	2
07560714x	gelijkstroomtechniek	1	3
075610566	isolatiemateriaal	1	1
075661284	middelnederlandse taalkunde	1	3
075665530	wolken	1	2
07560468x	duitse taalkunde	1	2
075659387	germaanse taalkunde	1	2
075605996	fenomenologie	1	1
075661977	onderwijsstatistiek	1	2
075666820	psychologie ; opleiding	1	3
252057910	zuidelijk afrika	1	1
075600382	bedrijfseconomie	1	2
075610396	internationale politiek	1	2
075639122	nigeria	1	1
075677202	niger (land)	1	1
075620871	rubberindustrie	1	3
237717840	midden-brabant	1	3
216614104	utrechtse heuvelrug	1	3
075634481	zambia	1	1
075614367	maaltijden	1	2
075686449	politieke antropologie	1	2
075646870	honduras	1	1
075636239	psychotechniek	1	3
075660032	intercultureel onderwijs	1	2
075607972	godsdienstonderwijs	1	2
075660970	luchtbehandeling ; gebouwen	1	2
075598736	agglomeraties	1	1
075609096	hindoeïsme	1	2
075657872	branden	1	1
075609258	honden	1	3
075688417	islamabad	1	2
075602490	cacao	1	2
075660628	kunstmest	1	5
075605503	esthetiek	1	2
075628309	zending	1	1
075611570	kerkleer	1	1
075662779	pastorale theologie	1	2
113818661	mekong	1	1
075626292	voetbal	1	3
075624001	tennis	1	3
075601427	blindheid	1	3
07562852x	zintuiglijk gehandicapten	1	2
075635364	voorspellingen	1	1
07560356x	cultuurbeleid	1	2
075627574	winstdeling	1	1
075626195	vliegtuigbouw	1	3
26342717x	swifterbant	1	3
374541272	groenten	1	2
075608812	havenwerken	1	1
075605244	emigratie	1	2
07561779x	ouderparticipatie	1	2
075648520	schoolverlaters	1	1
07568523x	nederland ; politiek	1	2
075658623	drainage	1	2
075617315	oorlogsslachtoffers	1	1
303892145	uruzgan	1	2
075620952	russische letterkunde	1	2
075664542	20e eeuw	1	3
075599953	informatiemaatschappij	1	2
239384881	burn-out	1	1
075632594	mozambique	1	1
075665638	zand	1	1
07560664x	galziekten	1	2
29148185x	evenementen	1	1
093167245	mecklenburg-vorpommern	1	2
213804611	landbouwgronden ; verzilting	1	2
075679566	onderhoud	1	1
075664518	turbines	1	3
075665220	warmte-krachtkoppeling	1	1
075626322	volièrevogels	1	3
075612690	kunstfilosofie	1	2
257370374	rationalisme	1	2
075612844	kunstzinnige vorming	1	1
075660083	jaargetijden	1	1
075637332	goes	1	3
075665360	werkgelegenheid	1	4
075614189	loofbomen	1	3
380468085	hagedissen	1	3
075599899	audiovisuele media	1	3
075628465	zigeuners	1	1
075605775	experimentele chemie	1	2
075611635	kernenergie	1	2
185674704	islamitisch recht	1	2
23524712x	echtscheidingsrecht	1	4
07562138x	schoolgebouwen	1	2
075605406	erfelijkheid	1	1
07562687x	waterfauna	1	2
075658593	dierpsychologie	1	3
075624079	textielindustrie	1	3
075664712	verhuizen	1	1
375516816	artroscopie	1	4
075660903	literaire tijdschriften	1	2
075684012	avant-garde	1	2
190396571	procesalgebra	1	4
303392924	voor- en vroegschoolse educatie	1	2
075600439	bedrijfsleven	1	1
235245984	metrologie	1	1
075604361	dood	1	1
075621738	slapen	1	1
075614723	massapsychologie	1	4
075616319	natuurrampen	1	2
075686325	vrouwenhulpverlening	1	2
274582899	houtconstructies	1	3
189671599	eczeem	1	3
075624974	uitvindingen	1	1
075617064	onderwijstechnologie	1	2
075690047	scheikunde-onderwijs	1	2
075635569	hoger onderwijs	1	2
07560759x	gevechtsvliegtuigen	1	3
075661365	militaire luchtvaart	1	2
075626365	volksgeneeskunde	1	2
075642085	trinidad en tobago	1	1
290972884	crisisbeheersing	1	2
075664747	verkeersrecht	1	2
075664690	verbandleer	1	3
075664968	vliegeigenschappen	1	1
075604434	doping	1	4
075610299	intelligentietests	1	5
07566075x	leerlingbegeleiding	1	2
075685582	slachterijen	1	1
075626144	vlees	1	2
075615606	moerassen	1	2
075602431	bijbelvertaling	1	1
111827876	zuidwest-afrika	1	1
075656477	aandrijftechniek	1	2
075659859	huisvuil	1	3
075659395	geschiedenisonderwijs	1	2
075613646	leerplannen	1	2
075609541	huiselijk leven	1	4
075606143	films	1	3
075607212	geneeskundigen	1	1
075627205	werkende jongeren	1	2
075601699	boerenopstanden	1	1
075602342	burgeroorlogen	1	2
07560924x	homoseksualiteit	1	2
07561846x	permanente educatie	1	2
296616575	mekongdelta	1	1
075661012	luizen	1	5
412422638	compost	1	1
265247055	harare	1	2
075657619	binnenwateren	1	1
29456957x	shanghai	1	2
075663473	rolstoelen	1	4
251787052	karnataka	1	2
07566321x	radioactief afval	1	3
235173215	oost-groningen (prov.)	1	3
075611880	kinderverlamming	1	4
075690381	geïntegreerde software	1	3
164132988	gemeentelijke herindeling	1	1
075618044	papier	1	1
075661985	ongevallen	1	1
075665670	zelfhulp	1	2
075656949	appartementsrecht	1	3
075625474	verenigingen	1	2
075612283	koffie	1	2
085840211	celebes	1	2
335886779	indus (rivier)	1	1
075602059	brandweer	1	1
075663686	seksualiteit ; vrouwen	1	2
075600838	beroepsvoorlichting	1	2
075650002	audiovisuele leermiddelen	1	2
075615169	metselwerk	1	3
075662043	openbaarheid van bestuur	1	1
075609126	historische geologie	1	3
075617099	onderwijzers (m/v)	1	1
075603179	compressoren	1	1
242301967	roerdal	1	3
075668866	jemen	1	1
07560616x	filosofische stelsels	1	1
075607263	genotmiddelenindustrie	1	3
075660482	koopkracht	1	1
075658844	elektrostatica	1	2
075600579	beeldschermen	1	3
148463568	intellectuele eigendom	1	2
07560194x	bouwmaterialenindustrie	1	3
07566805x	straathandel	1	2
229492401	nairobi	1	2
075620022	radiotechniek	1	3
075600080	babyvoeding	1	2
333008200	probiotica	1	2
075661616	nederlandse letterkunde ; 17e-18e eeuw	1	3
075615932	museologie	1	1
075685361	politieke filosofie	1	2
075625520	vergiftiging	1	1
075657503	bewegingsonderwijs	1	2
075605171	elektrotherapie	1	2
075659468	gezinsbegeleiding	1	2
075624133	thee	1	2
075657848	bouwrecht	1	2
075604906	egyptische oudheid	1	3
075627043	weefselleer ; plantkunde	1	1
075685736	sanitaire installaties	1	3
075662825	persoonsregistratie	1	1
075622122	sociologie	1	2
075617129	onkruid	1	2
195021657	british-columbia	1	4
075665115	vredesbeleid	1	1
075660318	kevers	1	5
075649772	landhervormingen	1	1
075637081	faeröer	1	1
139414908	shetland islands	1	3
075603756	dekolonisatie	1	2
075685159	noord-amerika	1	2
075671204	koerdistan	1	1
075600994	bevolkingspolitiek	1	2
075633825	turkije	1	1
075622009	sociale filosofie	1	2
075642050	syrië	1	1
158932684	andes	1	3
170380572	centraalafrikaanse republiek	1	1
075642123	florence	1	2
075621924	sociaal-economische geschiedenis	1	2
075633981	sovjet-unie	1	1
075619571	prostitutie	1	1
303455632	praktijkonderwijs	1	2
390869821	passend onderwijs	1	2
075657740	bodembemesting	1	5
075662078	oppervlaktewater	1	2
075615959	muziek	1	2
075603446	coöperaties	1	2
075621150	schapen	1	4
075607425	psychogeriatrie	1	2
408341610	porto alegre	1	4
075601265	binnenvaart	1	3
075654105	mediabeleid	1	2
075603136	communicatietheorie	1	1
075602555	caritas	1	1
075631008	groot-brittannië	1	2
075602296	bureaucratie	1	2
075618583	petrochemische industrie	1	3
075603764	deltawerken	1	4
07564326x	oosterschelde	1	3
075645696	jordanië	1	1
260061239	jordaanvallei	1	1
075664526	turken	1	4
260342890	lake naivasha	1	2
075621304	schoenen	1	1
075616815	oceanen	1	1
075627159	welzijnsbeleid	1	1
075600862	beroepsonderwijs	1	2
075603985	dieetleer	1	2
075629844	australië	1	1
392834626	natuurlijke hulpbronnen	1	1
07562723x	werkgevers	1	1
392765667	bedrijfsongelukken	1	2
075620537	reptielen	1	2
075635275	energie	1	1
075624087	textiel	1	1
090860993	spitsbergen	1	2
075626772	walvisvangst	1	2
075668262	gezondheidswetenschappen	1	1
