itemNumber	string	score	depth
75614022	literatuurgeschiedenis	1	1
75666847	ruimterecht	1	2
75616351	natuurwetenschappen	1	1
07561376x	letterkunde	1	1
75602768	chemisch reinigen	1	2
75625814	verspanende metaalbewerking	1	2
75627507	wilde dieren	1	2
75617374	oosterse kerken	1	2
75627957	ijzersmeedkunst	1	3
75616793	obligaties	1	5
75681927	onteigening	1	1
75602202	speciaal onderwijs	1	2
75622106	sociografie	1	1
07566335x	relatievormen	1	1
75615002	merkenrecht	1	4
75619814	psychosomatische ziekten	1	2
75610337	internationaal privaatrecht	1	3
75600935	betalingsverkeer	1	1
75663651	schrijven	1	1
75608391	groepstherapie	1	2
75604833	economische prognoses	1	2
75664127	studiebegeleiding	1	2
75623102	stoïcisme	1	2
75624176	theologie	1	1
154083402	gips	1	1
75660768	leermethoden	1	1
173414834	mechatronica	1	3
75675064	indiase taal- en letterkunde	1	2
75617366	oosterse godsdiensten	1	2
75603748	defensiepolitiek	1	2
75658704	economisch recht	1	2
75603624	cybernetica	1	1
75609118	historische geografie	1	2
149699050	centraal-azië	1	1
75636700	telecommunicatie	1	2
75625148	vakanties	1	1
75604566	drenthe ; sociografie	1	3
75602326	burgerlijk wetboek	1	2
75599651	archieven	1	1
75652927	massamedia	1	2
75612712	kunsthandel	1	2
75662701	partners	1	2
191527335	hindi	1	3
75628031	zeeën	1	1
75606933	gelaatkunde	1	1
07560843x	groningen (prov.) ; geschiedenis	1	3
75604795	econometrie	1	2
24398958x	kwelders	1	2
75659328	gemeentefinanciën	1	4
75599473	arbeidsanalyse	1	2
331358077	zwarte gaten	1	2
75613387	afspeelapparatuur	1	2
291332498	speekselklier(ziekten)	1	3
75690802	klierziekten	1	2
75620081	raketmotoren	1	4
75660830	leningen	1	4
324175795	mashonaland	1	2
204442451	zambesi (rivier)	1	2
217257666	iraanse taal- en letterkunde	1	2
75663295	reflexzonetherapie	1	2
188277978	schuldhulpverlening	1	2
75684357	telematica	1	3
07560969x	huurwetgeving	1	2
75608928	helikopters	1	3
75665921	zwakstroom-techniek	1	3
75628252	zelfbeschikkingsrecht	1	2
07561510x	meteorieten	1	2
75612305	koloniale geschiedenis ; buitenland	1	2
75618540	persvrijheid	1	3
75651181	singapore	1	1
75610981	kaas	1	3
75659255	geld	1	1
75650576	glasgow	1	3
75627795	wijn	1	3
75623382	studievoorlichting	1	2
75657384	bejaardenverpleging	1	2
75663856	sociologische onderzoeksmethoden	1	1
75624230	tin	1	2
75603292	conditietraining	1	1
39092833x	synthetische biologie	1	3
75608855	heideflora	1	2
75660601	kunstenaars	1	1
75607107	geluidshinder	1	2
28240631x	la réunion	1	1
75661349	milieuwetten	1	2
75609029	hersenanatomie	1	4
75609614	hulpverlening	1	1
75613840	lexicografie	1	2
75604841	economische stelsels	1	1
75665689	zelfkennis	1	4
75601060	bewustzijnspsychologie	1	3
344762122	caribisch nederland	1	1
75660865	lezen	1	1
75660911	literatuuronderwijs	1	2
75658143	christendom en islam	1	1
75663341	relatieproblemen	1	1
75689537	ouderenhuisvesting	1	3
75627175	wereldoorlog i	1	2
75680106	muziekpsychologie	1	3
75616017	muziekonderwijs	1	2
75605724	exacte wetenschappen	1	1
75598817	alcoholische dranken	1	2
75614391	maatschappelijke gezondheidszorg	1	2
07562561x	verkiezingen	1	1
75665018	vluchtcontrole	1	3
75601346	biologie	1	1
75658615	differentiatie (onderwijs)	1	2
07562804x	zeefauna	1	3
157024660	arctica	1	1
07563919x	sicilië	1	2
75617935	paardensport	1	2
75603802	denken	1	4
75613689	leesstoornissen	1	2
75626578	vrachtauto's	1	4
75657252	bedrijfsomzet	1	3
75606305	fossielen	1	2
75634805	zweden	1	1
89431251	zwarte zee	1	1
75598981	ambtenaren	1	2
75639009	gambia	1	1
75628686	zuigelingenzorg	1	2
75673290	toegepaste taalwetenschap	1	2
75658763	economische orde	1	1
75650932	couveusekinderen	1	3
75616645	nonnen	1	1
75661276	middelnederlandse letterkunde	1	3
75621835	sluizen	1	4
75659891	hydrostatica	1	3
75598329	aardgas	1	3
162989733	asbest	1	2
141964790	telewerken	1	3
75659840	huishoudelijke arbeid	1	2
75607670	gewervelde dieren	1	2
75663775	sociale economie	1	2
75626918	waterschappen	1	2
75631792	hongarije	1	1
320582841	finse golf	1	1
203946847	archangelsk	1	2
75663783	sociale geschiedenis	1	2
75658992	examens	1	1
75615088	metallurgie	1	1
75660881	liefde	1	4
75615061	metafysica	1	2
75657058	aristotelische filosofie	1	2
75665778	ziekenhuisopname	1	1
75680092	humaniora	1	1
75656647	afrikaanse taal- en letterkunde	1	2
75633299	portugal	1	1
75606186	financiële rekenkunde	1	4
75622041	sociale pedagogiek	1	3
75610043	industriepolitiek	1	2
75630591	europa	1	1
75607328	geografie	1	1
176920315	economische ethiek	1	2
252074610	institutionele economie	1	2
75609290	hoofdpijn	1	2
75659425	gewasbemesting	1	5
75669277	milt(ziekten)	1	2
375909990	amazonegebied	1	3
123965756	hamburg	1	2
75602830	china ; sociografie	1	2
75662833	petrologie	1	3
75642646	libië	1	1
75642034	rijn	1	1
241621194	löss plateau (china)	1	2
75632209	limburg	1	2
07563242x	marokko	1	1
75682656	oplosmiddelen	1	3
244676445	europees energiebeleid	1	3
75666537	klinische chemie	1	3
75618486	personeelsselectie	1	2
07560535x	engelse letterkunde	1	2
75662663	paleografie	1	1
75622769	gemeentehuizen	1	2
75657481	bevruchtingstechnieken	1	1
181076497	optiebewijzen	1	5
75622416	speelleervormen	1	1
203478541	computerspel	1	1
75618192	parkeervraagstuk	1	2
07566206x	opname apparatuur	1	2
238358194	dvd's	1	3
187568057	juda	1	2
75662256	jozua	1	3
75686783	muziekwetenschap	1	1
75641127	venezuela	1	3
75660792	leesbevordering	1	2
75613824	levensverzekeringen	1	2
339448792	kwazulu-natal	1	2
75639998	drenthe	1	2
344003973	altaj (gebergte)	1	3
229900682	kinkhoest	1	3
75621770	slavische taalkunde	1	2
75660415	kleinvee	1	1
07560518x	elite	1	2
07560714x	gelijkstroomtechniek	1	3
75610566	isolatiemateriaal	1	1
75661284	middelnederlandse taalkunde	1	3
75665530	wolken	1	2
07560468x	duitse taalkunde	1	2
75659387	germaanse taalkunde	1	2
75605996	fenomenologie	1	1
75661977	onderwijsstatistiek	1	2
75666820	psychologie ; opleiding	1	3
252057910	zuidelijk afrika	1	1
75600382	bedrijfseconomie	1	2
75610396	internationale politiek	1	2
75639122	nigeria	1	1
75677202	niger (land)	1	1
75620871	rubberindustrie	1	3
237717840	midden-brabant	1	3
216614104	utrechtse heuvelrug	1	3
75634481	zambia	1	1
75614367	maaltijden	1	2
75686449	politieke antropologie	1	2
75646870	honduras	1	1
75636239	psychotechniek	1	3
75660032	intercultureel onderwijs	1	2
75607972	godsdienstonderwijs	1	2
75660970	luchtbehandeling ; gebouwen	1	2
75598736	agglomeraties	1	1
75609096	hindoeïsme	1	2
75657872	branden	1	1
75609258	honden	1	3
75688417	islamabad	1	2
75602490	cacao	1	2
75660628	kunstmest	1	5
75605503	esthetiek	1	2
75628309	zending	1	1
75611570	kerkleer	1	1
75662779	pastorale theologie	1	2
113818661	mekong	1	1
75626292	voetbal	1	3
75624001	tennis	1	3
75601427	blindheid	1	3
07562852x	zintuiglijk gehandicapten	1	2
75635364	voorspellingen	1	1
07560356x	cultuurbeleid	1	2
75627574	winstdeling	1	1
75626195	vliegtuigbouw	1	3
26342717x	swifterbant	1	3
374541272	groenten	1	2
75608812	havenwerken	1	1
75605244	emigratie	1	2
07561779x	ouderparticipatie	1	2
75648520	schoolverlaters	1	1
07568523x	nederland ; politiek	1	2
75658623	drainage	1	2
75617315	oorlogsslachtoffers	1	1
303892145	uruzgan	1	2
75620952	russische letterkunde	1	2
75664542	20e eeuw	1	3
75599953	informatiemaatschappij	1	2
239384881	burn-out	1	1
75632594	mozambique	1	1
75665638	zand	1	1
07560664x	galziekten	1	2
29148185x	evenementen	1	1
93167245	mecklenburg-vorpommern	1	2
213804611	landbouwgronden ; verzilting	1	2
75679566	onderhoud	1	1
75664518	turbines	1	3
75665220	warmte-krachtkoppeling	1	1
75626322	volièrevogels	1	3
75612690	kunstfilosofie	1	2
257370374	rationalisme	1	2
75612844	kunstzinnige vorming	1	1
75660083	jaargetijden	1	1
75637332	goes	1	3
75665360	werkgelegenheid	1	4
75614189	loofbomen	1	3
380468085	hagedissen	1	3
75599899	audiovisuele media	1	3
75628465	zigeuners	1	1
75605775	experimentele chemie	1	2
75611635	kernenergie	1	2
185674704	islamitisch recht	1	2
23524712x	echtscheidingsrecht	1	4
07562138x	schoolgebouwen	1	2
75605406	erfelijkheid	1	1
07562687x	waterfauna	1	2
75658593	dierpsychologie	1	3
75624079	textielindustrie	1	3
75664712	verhuizen	1	1
375516816	artroscopie	1	4
75660903	literaire tijdschriften	1	2
75684012	avant-garde	1	2
190396571	procesalgebra	1	4
303392924	voor- en vroegschoolse educatie	1	2
75600439	bedrijfsleven	1	1
235245984	metrologie	1	1
75604361	dood	1	1
75621738	slapen	1	1
75614723	massapsychologie	1	4
75616319	natuurrampen	1	2
75686325	vrouwenhulpverlening	1	2
274582899	houtconstructies	1	3
189671599	eczeem	1	3
75624974	uitvindingen	1	1
75617064	onderwijstechnologie	1	2
75690047	scheikunde-onderwijs	1	2
75635569	hoger onderwijs	1	2
07560759x	gevechtsvliegtuigen	1	3
75661365	militaire luchtvaart	1	2
75626365	volksgeneeskunde	1	2
75642085	trinidad en tobago	1	1
290972884	crisisbeheersing	1	2
75664747	verkeersrecht	1	2
75664690	verbandleer	1	3
75664968	vliegeigenschappen	1	1
75604434	doping	1	4
75610299	intelligentietests	1	5
07566075x	leerlingbegeleiding	1	2
75685582	slachterijen	1	1
75626144	vlees	1	2
75615606	moerassen	1	2
75602431	bijbelvertaling	1	1
111827876	zuidwest-afrika	1	1
75656477	aandrijftechniek	1	2
75659859	huisvuil	1	3
75659395	geschiedenisonderwijs	1	2
75613646	leerplannen	1	2
75609541	huiselijk leven	1	4
75606143	films	1	3
75607212	geneeskundigen	1	1
75627205	werkende jongeren	1	2
75601699	boerenopstanden	1	1
75602342	burgeroorlogen	1	2
07560924x	homoseksualiteit	1	2
07561846x	permanente educatie	1	2
296616575	mekongdelta	1	1
75661012	luizen	1	5
412422638	compost	1	1
265247055	harare	1	2
75657619	binnenwateren	1	1
29456957x	shanghai	1	2
75663473	rolstoelen	1	4
251787052	karnataka	1	2
07566321x	radioactief afval	1	3
235173215	oost-groningen (prov.)	1	3
75611880	kinderverlamming	1	4
75690381	geïntegreerde software	1	3
164132988	gemeentelijke herindeling	1	1
75618044	papier	1	1
75661985	ongevallen	1	1
75665670	zelfhulp	1	2
75656949	appartementsrecht	1	3
75625474	verenigingen	1	2
75612283	koffie	1	2
85840211	celebes	1	2
335886779	indus (rivier)	1	1
75602059	brandweer	1	1
75663686	seksualiteit ; vrouwen	1	2
75600838	beroepsvoorlichting	1	2
75650002	audiovisuele leermiddelen	1	2
75615169	metselwerk	1	3
75662043	openbaarheid van bestuur	1	1
75609126	historische geologie	1	3
75617099	onderwijzers (m/v)	1	1
75603179	compressoren	1	1
242301967	roerdal	1	3
75668866	jemen	1	1
07560616x	filosofische stelsels	1	1
75607263	genotmiddelenindustrie	1	3
75660482	koopkracht	1	1
75658844	elektrostatica	1	2
75600579	beeldschermen	1	3
148463568	intellectuele eigendom	1	2
07560194x	bouwmaterialenindustrie	1	3
07566805x	straathandel	1	2
229492401	nairobi	1	2
75620022	radiotechniek	1	3
75600080	babyvoeding	1	2
333008200	probiotica	1	2
75661616	nederlandse letterkunde ; 17e-18e eeuw	1	3
75615932	museologie	1	1
75685361	politieke filosofie	1	2
75625520	vergiftiging	1	1
75657503	bewegingsonderwijs	1	2
75605171	elektrotherapie	1	2
75659468	gezinsbegeleiding	1	2
75624133	thee	1	2
75657848	bouwrecht	1	2
75604906	egyptische oudheid	1	3
75627043	weefselleer ; plantkunde	1	1
75685736	sanitaire installaties	1	3
75662825	persoonsregistratie	1	1
75622122	sociologie	1	2
75617129	onkruid	1	2
195021657	british-columbia	1	4
75665115	vredesbeleid	1	1
75660318	kevers	1	5
75649772	landhervormingen	1	1
75637081	faeröer	1	1
139414908	shetland islands	1	3
75603756	dekolonisatie	1	2
75685159	noord-amerika	1	2
75671204	koerdistan	1	1
75600994	bevolkingspolitiek	1	2
75633825	turkije	1	1
75622009	sociale filosofie	1	2
75642050	syrië	1	1
158932684	andes	1	3
170380572	centraalafrikaanse republiek	1	1
75642123	florence	1	2
75621924	sociaal-economische geschiedenis	1	2
75633981	sovjet-unie	1	1
75619571	prostitutie	1	1
303455632	praktijkonderwijs	1	2
390869821	passend onderwijs	1	2
75657740	bodembemesting	1	5
75662078	oppervlaktewater	1	2
75615959	muziek	1	2
75603446	coöperaties	1	2
75621150	schapen	1	4
75607425	psychogeriatrie	1	2
408341610	porto alegre	1	4
75601265	binnenvaart	1	3
75654105	mediabeleid	1	2
75603136	communicatietheorie	1	1
75602555	caritas	1	1
75631008	groot-brittannië	1	2
75602296	bureaucratie	1	2
75618583	petrochemische industrie	1	3
75603764	deltawerken	1	4
07564326x	oosterschelde	1	3
75645696	jordanië	1	1
260061239	jordaanvallei	1	1
75664526	turken	1	4
260342890	lake naivasha	1	2
75621304	schoenen	1	1
75616815	oceanen	1	1
75627159	welzijnsbeleid	1	1
75600862	beroepsonderwijs	1	2
75603985	dieetleer	1	2
75629844	australië	1	1
392834626	natuurlijke hulpbronnen	1	1
07562723x	werkgevers	1	1
392765667	bedrijfsongelukken	1	2
75620537	reptielen	1	2
75635275	energie	1	1
75624087	textiel	1	1
90860993	spitsbergen	1	2
75626772	walvisvangst	1	2
75668262	gezondheidswetenschappen	1	1
