Ppn	Brinkey_gold	Identifier	Brinkey_uni
401014843	['niertransplantatie', 'celbiologie']	rug-oai-pure.rug.nl-publications_b5302306-1dc8-4564-a18f-2dd43d4812e7	[]
383034477	['onderhandelen', 'diplomatie']	ul-oai-openaccess.leidenuniv.nl-1887_29596	['diplomatie']
246028645	['landschapsecologie', 'landbouw']	wur-oai-library.wur.nl-wurpubs_327752	['friesland', 'omgevingspsychologie', 'methodologie', 'drenthe', 'noord-holland', 'landschapsecologie']
241297532	['anesthesiologie', 'ademhalingsstoornissen']	ul-oai-openaccess.leidenuniv.nl-1887_564	['ademhaling']
298779714	['informatiesystemen', 'wegverkeer']	tud-oai-tudelft.nl-uuid-91362c82-d59a-4142-8575-69a5efbf51ba	['verkeer']
397788606	['ecologie', 'roofdieren']	ul-oai-openaccess.leidenuniv.nl-1887_36401	['leeuwen']
39319664X	['depressiviteit', 'psychiatrie']	rug-oai-pure.rug.nl-publications_02776887-6903-45e4-b294-68d5044d97ac	[]
371117232	['waarschijnlijkheidsrekening', 'biometrie']	rug-oai-pure.rug.nl-publications_e86b355f-0b75-4086-bd37-2d6a98f937ec	['waarschijnlijkheidsrekening']
258673486	['schizofrenie', 'hersenfysiologie']	uu-oai-dspace.library.uu.nl-1874_505	['schizofrenie']
283585722	['oog(ziekten)', 'ouderen ; gezondheidszorg']	eur-oai-repub.eur.nl-7209	[]
244383332	['energie-economie', 'energievoorziening']	tud-oai-tudelft.nl-uuid-f940a515-f967-4cf3-9a96-07cb69a61ae5	[]
241567823	['energie-economie', 'energievoorziening']	tud-oai-tudelft.nl-uuid-f940a515-f967-4cf3-9a96-07cb69a61ae5	[]
408798130	['ecosystemen', 'microbiologie']	rug-oai-pure.rug.nl-publications_4536a0eb-05cf-4b90-94e7-ebc26ff622c5	[]
230276083	['computerlinguïstiek', 'grammatica']	tud-oai-tudelft.nl-uuid-6b731389-68bc-41ba-b27f-e1059c4eb6d2	[]
31146596X	['katalyse', 'enzymen']	tud-oai-tudelft.nl-uuid-2588ba97-8fd2-4fe3-8232-94c4ef2f208d	[]
372479014	['medezeggenschap ; bedrijven', 'vennootschappen']	rug-oai-pure.rug.nl-publications_77d6e648-11f6-4704-9429-d5d4267f6a23	[]
252081579	['markttheorie', 'economische groei']	rug-oai-pure.rug.nl-publications_ede298ce-67e3-4ffd-8e64-a647a520c5eb	['economische groei']
39506614X	['opvoeding', 'verstandelijk gehandicapten']	rug-oai-pure.rug.nl-publications_889ba2ce-1c32-4a87-90e2-3ada6c0329c5	[]
331559706	['immunologie', 'niertransplantatie']	rug-oai-pure.rug.nl-publications_d41e80ec-24cc-486b-90d1-7ad37269ebff	['urologie', 'niertransplantatie']
412856263	['moleculaire biologie', 'membranen']	rug-oai-pure.rug.nl-publications_cdc46975-9017-4266-b2fa-06707037b2d4	[]
323545467	['nanotechnologie', 'materialenkennis']	tud-oai-tudelft.nl-uuid-fbc13af7-2b88-411d-837c-6b47fca5acd1	[]
268421064	['straffen', 'criminaliteit']	rug-oai-pure.rug.nl-publications_80bd6eb0-a6c8-40a1-95fa-f1f7c70b2e24	['groningen (stad)', 'straffen']
231595336	['farmacotherapie', 'ziekte van parkinson']	rug-oai-pure.rug.nl-publications_05f17dcf-b017-4fe3-ba43-b1ae3d39bbd7	['farmacotherapie', 'ziekte van parkinson']
413314480	['oogheelkunde', 'glaucoom']	rug-oai-pure.rug.nl-publications_0a7cdf94-3268-455f-bddc-bfc599cd800c	[]
23876561X	['elementaire-deeltjesfysica', 'kernfysica']	uu-oai-dspace.library.uu.nl-1874_685	[]
418982848	['macro-economie', 'financieringsleer']	rug-oai-pure.rug.nl-publications_6e5fbc0d-e4f4-4749-b889-fadae86ce976	[]
268794510	['ziekteleer', 'ouderdom']	wur-oai-library.wur.nl-wurpubs_337011	['hart- en vaatziekten', 'voeding']
240420438	['polymerisatie', 'stromingsleer']	rug-oai-pure.rug.nl-publications_c43ffb2d-b3fa-4299-976e-63adfabd1cc7	['polymerisatie', 'polymeren']
298148692	['migraine', 'neurologie']	eur-oai-repub.eur.nl-11642	['migraine']
252246632	['bewegingstherapie', 'cystic fibrosis']	uu-oai-dspace.library.uu.nl-1874_477	['kindergeneeskunde']
372569021	['longchirurgie', 'ademhalingsorganen']	rug-oai-pure.rug.nl-publications_83cdd4b3-17bd-47f3-80a9-a92dbe8d7a4d	[]
298508346	['elektrotechniek', 'navigatie-instrumenten']	tud-oai-tudelft.nl-uuid-90450409-f146-4c45-839c-a4b484f723ff	[]
397791534	['kindergeneeskunde', 'zuurstof']	rug-oai-pure.rug.nl-publications_f76ca181-6c3b-4801-bd6e-93cd87a0da5b	[]
322398673	['mathematische natuurkunde', 'vloeistoffen ; mechanica']	tud-oai-tudelft.nl-uuid-9fadabd6-aae7-4e05-8aba-685d658941ab	[]
326981187	['zout', 'stofwisseling']	rug-oai-pure.rug.nl-publications_4d96c591-d7cc-48f5-9203-99dfe3e2f106	['urologie', 'vetten']
323558070	['elektrotechniek', 'elektromagnetisme']	tud-oai-tudelft.nl-uuid-5d5632be-f9a3-4b89-b49f-ce7044bc8844	[]
418905517	['biomaterialen', 'tandheelkunde']	rug-oai-pure.rug.nl-publications_eb40a117-9812-4ea2-8fea-251f67204e24	[]
40114819X	['polymerisatie', 'polymeren']	rug-oai-pure.rug.nl-publications_3b13b6e3-7957-4081-8b59-3412aa7b6192	[]
399566074	['turkse taal- en letterkunde', 'psycholinguïstiek']	rug-oai-pure.rug.nl-publications_2e247714-7036-4fcd-9d6b-f5dacae99e1c	[]
255984057	['trombose', 'diagnostiek']	uu-oai-dspace.library.uu.nl-1874_504	['kanker']
395341183	['organisch afval', 'procesbesturing']	tud-oai-tudelft.nl-uuid-4e5a951b-941c-4f94-8e4e-047cd571c6b5	[]
230124143	['farmacologie', 'astma']	rug-oai-pure.rug.nl-publications_0c834bac-16d5-4db5-8a28-77c1ff0105f7	['astma']
230278477	['numerieke wiskunde', 'vloeistoffen ; mechanica']	tud-oai-tudelft.nl-uuid-7d2f5bf2-cecc-4040-aba7-53e0dea94bad	[]
417996578	['macro-economie', 'kredietwezen']	rug-oai-pure.rug.nl-publications_c817aafb-e92d-4cfb-8525-69b4bd07b1c5	[]
298918447	['plantenfysiologie', 'embryologie']	wur-oai-library.wur.nl-wurpubs_351483	['planten']
374567565	['kankerbehandeling', 'radiotherapie']	rug-oai-pure.rug.nl-publications_e97d1cc3-b29d-46ca-b3b2-8e13cda08fb0	[]
240361237	['kindergeneeskunde', 'pijn(bestrijding)']	eur-oai-repub.eur.nl-31977	['kinderen']
23842541X	['vegetatiekunde', 'regenwouden']	uu-oai-dspace.library.uu.nl-1874_218	[]
38270309X	['waarschijnlijkheidsrekening', 'oceanografie']	tud-oai-tudelft.nl-uuid-7865ae48-a1c4-47ce-aedc-f62e6d04645a	[]
393158772	['radiologie', 'tumoren']	rug-oai-pure.rug.nl-publications_0ffd9400-5777-4361-a841-6c009876da15	[]
251999629	['ontwikkelingspsychologie', 'verstandelijk gehandicapten']	rug-oai-pure.rug.nl-publications_4b68f92a-32eb-4bc7-aad4-7a4f4f135e45	['kinderen']
412858479	['differentiaalvergelijkingen', 'meetkunde']	rug-oai-pure.rug.nl-publications_46980c8f-a61a-40dd-a513-503bd15cbd3d	[]
24215297X	['geneesmiddelen', 'astma']	rug-oai-pure.rug.nl-publications_d975de33-71aa-44bb-8fc5-e6d4cce849b9	['transplantatie', 'longziekten']
217205682	['spanje', 'hydrologie']	uu-oai-dspace.library.uu.nl-1874_534	[]
417440634	['maagkanker', 'darmkanker']	eur-oai-repub.eur.nl-105795	['maagkanker']
289484472	['procesindustrie', 'chemische technologie']	tud-oai-tudelft.nl-uuid-6b77a054-6b1a-49fb-8551-d652418c4242	[]
374835772	['depressiviteit', 'neurobiologie']	rug-oai-pure.rug.nl-publications_f9c9a97f-5a43-41b5-b67e-a596f76f67c9	[]
371578434	['prostaatkanker', 'diagnostiek']	rug-oai-pure.rug.nl-publications_b37b4449-3623-46f3-91b1-59fb052f374c	[]
297558218	['reuma', 'erfelijkheidsleer']	ul-oai-openaccess.leidenuniv.nl-1887_4929	['pathofysiologie']
242452590	['trillingsleer', 'mathematische natuurkunde']	uu-oai-dspace.library.uu.nl-1874_877	['symmetrie']
245838988	['urologie', 'medische statistiek']	eur-oai-repub.eur.nl-7559	['urologie']
397903545	['septikemie', 'dierproeven']	rug-oai-pure.rug.nl-publications_d9fa0b3f-089e-44aa-9436-f81adbfb297b	[]
26244500X	['toerisme', 'management']	eur-oai-repub.eur.nl-1199	['toerisme', 'luchtvaart']
241583438	['elektromagnetisme', 'integraalvergelijkingen']	tud-oai-tudelft.nl-uuid-5a7777d6-cfa8-4380-897e-bd3cca8cb219	[]
298951266	['middelbaar beroepsonderwijs', 'gedragsstoornissen']	ul-oai-openaccess.leidenuniv.nl-1887_9751	['middelbaar beroepsonderwijs']
354870505	['radiologie', 'tomografie']	tud-oai-tudelft.nl-uuid-14eadd27-5c29-437a-a6f3-9f6a8d807798	[]
256049513	['nanotechnologie', 'materialenkennis']	tud-oai-tudelft.nl-uuid-9742d8ae-4e60-4668-95d3-a0e1ef404b2c	[]
297106619	['medische instrumenten en apparaten', 'darmkanker']	tud-oai-tudelft.nl-uuid-0333b46c-8706-4aeb-b308-b69af9b99cf9	[]
270520074	['proteïnen', 'dna']	eur-oai-repub.eur.nl-76061	[]
277145635	['proteïnen', 'voedingsmiddelentechnologie']	wur-oai-library.wur.nl-wurpubs_344233	[]
269104674	['hersenbloeding', 'genen']	eur-oai-repub.eur.nl-39815	['neurologie']
217915574	['multinationale ondernemingen', 'china ; economie']	ul-oai-openaccess.leidenuniv.nl-1887_15900	['internationale handel', 'china']
244022410	['gentechnologie', 'dna']	uu-oai-dspace.library.uu.nl-1874_297	[]
216800099	['meetinstrumenten', 'meettechniek']	tud-oai-tudelft.nl-uuid-647dc01c-787c-4004-acbb-262d156dc0bb	[]
40147965X	['klimaatveranderingen', 'overstromingen']	tud-oai-tudelft.nl-uuid-91e2668d-83e1-4ace-b110-3dc2109238e5	[]
382938003	['hartchirurgie', 'cardiologie']	rug-oai-pure.rug.nl-publications_d56f60eb-333c-4cf6-975e-607e9458d3a9	[]
256096678	['voedingsmiddelentechnologie', 'tarwe']	wur-oai-library.wur.nl-wurpubs_327277	['brood']
402436539	['immunologie', 'darmziekten']	rug-oai-pure.rug.nl-publications_91c2cb6a-107f-43e1-bb7f-f2f318cc4159	[]
242490174	['medisch onderwijs', 'chronisch zieken']	rug-oai-pure.rug.nl-publications_db0ff2ec-b720-4509-b7ce-3471e6d39bed	['chronisch zieken', 'studenten', 'geneeskunde']
402267680	['kankerbehandeling', 'farmacologie']	rug-oai-pure.rug.nl-publications_b2e795ac-4e75-49de-a445-4bbb1d0f745b	[]
243384149	['aardappelen', 'plantenveredeling']	wur-oai-library.wur.nl-wurpubs_319658	['aardappelen', 'genexpressie', 'plantenveredeling']
305167359	['groepen (sociologie)', 'etnische groepen ; nederland']	uu-oai-dspace.library.uu.nl-1874_24907	[]
267939965	['proteïnen', 'membranen']	rug-oai-pure.rug.nl-publications_df86482a-f263-4629-aaad-5516479656fb	[]
38050927X	['genomica', 'erfelijke ziekten']	rug-oai-pure.rug.nl-publications_f535f9de-c70c-429e-b045-2b73b1b4a8a6	[]
236394290	['strafprocesrecht', 'rechtssociologie']	ul-oai-openaccess.leidenuniv.nl-1887_15475	[]
217534163	['geneesmiddelen', 'infectieziekten']	uu-oai-dspace.library.uu.nl-1874_325	[]
292732198	['licht', 'zonnecellen']	uu-oai-dspace.library.uu.nl-1874_9193	[]
410562483	['magnetische materialen', 'vaste stoffen ; mechanica']	rug-oai-pure.rug.nl-publications_6ec15eb7-2d85-4c48-b953-ac23aff19e07	[]
23788691X	['kennissystemen', 'hydrologie']	tud-oai-tudelft.nl-uuid-44d71613-aa27-4be2-b04a-354ec0830685	[]
399373667	['ecosystemen', 'biodiversiteit']	rug-oai-pure.rug.nl-publications_9c7f20cd-fd95-46a1-9f32-84a0e513e9f2	[]
250392259	['recycling', 'huishoudelijke apparaten']	tud-oai-tudelft.nl-uuid-f29557d0-7e8d-421d-b425-ed527a6eed12	[]
387518673	['kinderoncologie', 'medische psychologie']	rug-oai-pure.rug.nl-publications_ecd50b1c-336f-40a6-bfa1-39d6a4077d84	[]
236554395	['operations research', 'computernetwerken']	tud-oai-tudelft.nl-uuid-1f04078f-2700-4450-a9a4-c76d4050443d	[]
26824507X	['hardware (computers)', 'computersystemen']	tud-oai-tudelft.nl-uuid-815b60b8-5f57-4c77-ba57-b952bd7baea9	[]
242490352	['urologie', 'geneesmiddelen ; bijwerkingen']	rug-oai-pure.rug.nl-publications_d34ded9e-6b3d-4bd6-808f-ff5bfda99f40	['geneesmiddelen', 'urologie']
321347404	['thermodynamica', 'gassen ; mechanica']	tud-oai-tudelft.nl-uuid-dda82d71-e00c-4604-b467-f68c1621b1d6	[]
241583764	['katalyse', 'dieselmotoren']	tud-oai-tudelft.nl-uuid-82d31a47-fffa-4aee-9609-f5dc79ebc497	[]
297972278	['interieurkunst', 'schilderkunst']	ul-oai-openaccess.leidenuniv.nl-1887_5429	[]
228180058	['adolescentie', 'jeugdpsychologie']	uu-oai-dspace.library.uu.nl-1874_808	['identiteit', 'adolescentie']
419216782	['computersimulatie', 'verkeersvraagstuk']	tud-oai-tudelft.nl-uuid-2c9d2734-4189-4573-a32c-110beed8f45b	[]
236696440	['chips', 'antennes']	tud-oai-tudelft.nl-uuid-b511b683-af97-468f-979d-b9345a18b1f6	[]
413531732	['oncologische chirurgie', 'borstkanker']	rug-oai-pure.rug.nl-publications_5f301bc6-f957-452e-9b37-50a51198ad83	[]
227102827	['proteïnen', 'voedingsmiddelentechnologie']	wur-oai-library.wur.nl-wurpubs_110738	[]
420702733	['meteorologie', 'wiskunde']	rug-oai-pure.rug.nl-publications_c67926eb-c8ef-4b9a-a48a-6e965f7d2262	[]
263792587	['weekdieren', 'klimaatveranderingen']	rug-oai-pure.rug.nl-publications_c9c0c3b5-d1b3-47a8-8266-7ba6fc4d81b2	['klimaatveranderingen']
244224706	['hart- en vaatziekten', 'epidemiologie']	eur-oai-repub.eur.nl-38003	['cardiologie']
401567281	['biomaterialen', 'tandheelkunde']	rug-oai-pure.rug.nl-publications_597a3274-3f3f-439c-93cb-d0985aaebd8a	[]
315684887	['elektrische energietechniek', 'vaste stoffen ; mechanica']	rug-oai-pure.rug.nl-publications_18f68a4c-37d0-4aa4-b06d-d7a42ce745f7	[]
407677577	['immunologie', 'bloedvatenstelsel']	rug-oai-pure.rug.nl-publications_754f64ab-a206-4456-b846-0389f5bfc812	[]
398426627	['membranen', 'celbiologie']	rug-oai-pure.rug.nl-publications_1b192b6b-61cb-4eaf-aad2-c1e6f477ebcb	[]
252086392	['mathematische programmering', 'verkeer']	tud-oai-tudelft.nl-uuid-fbe10ed4-0c17-4d2f-a272-30ce17399174	[]
229640540	['gastro-enterologie', 'bacteriën']	wur-oai-library.wur.nl-wurpubs_110250	['bacteriologie', 'dna', 'spijsvertering', 'rna', 'moleculaire biologie']
269415793	['zenuwstelsel', 'neurologie']	eur-oai-repub.eur.nl-30675	[]
354003305	['hersenbloeding', 'trombose']	ul-oai-openaccess.leidenuniv.nl-1887_20497	['trombose']
24147860X	['prostaatkanker', 'radiotherapie']	uu-oai-dspace.library.uu.nl-1874_445	['prostaatkanker', 'radiotherapie']
413543676	['farmacokinetiek', 'tuberculose']	rug-oai-pure.rug.nl-publications_f1dc7587-a7b6-487f-903a-86f3f7e255ec	[]
333154339	['kankerbehandeling', 'longkanker']	rug-oai-pure.rug.nl-publications_3ad2b8e2-6a34-4fc3-916d-30404c8fdafc	['longkanker', 'celdood']
244028729	['sterren', 'straling']	uu-oai-dspace.library.uu.nl-1874_682	['neutronensterren']
263996956	['spijsverteringsorganen', 'bacteriologie']	wur-oai-library.wur.nl-wurpubs_332688	['genexpressie']
262420015	['fysische chemie', 'voedingsmiddelentechnologie']	wur-oai-library.wur.nl-wurpubs_328441	[]
297092243	['proteïnen', 'dna']	ul-oai-openaccess.leidenuniv.nl-1887_4546	[]
420704671	['medische informatica', 'geestelijke gezondheidszorg']	rug-oai-pure.rug.nl-publications_f8d3f5c4-844a-48c7-bb30-1eb9456b8b8f	[]
250407841	['chirurgie', 'medische instrumenten en apparaten']	tud-oai-tudelft.nl-uuid-1e33642c-c0b8-44cb-ab96-10f2955b1b84	[]
243216866	['arbeidsmigratie', 'cultuurpsychologie']	rug-oai-pure.rug.nl-publications_51da056a-7bd2-4f8b-be17-60025bf4af24	['interculturele communicatie', 'kinderen', 'arbeidsmigratie']
268401411	['escherichia coli', 'dna']	tud-oai-tudelft.nl-uuid-42f83b0e-47c8-4b01-8193-998e232c519b	[]
329781448	['chronisch zieken', 'verstandelijk gehandicapten']	rug-oai-pure.rug.nl-publications_7069e7ce-1ad9-4401-8970-36c912f78876	[]
374748438	['kankerpatiënten', 'medische psychologie']	rug-oai-pure.rug.nl-publications_5ee4e8eb-8be7-42cd-be8f-b130aa34d281	[]
239085892	['gebruikersinterfaces', 'communicatiemedia']	tud-oai-tudelft.nl-uuid-8bbc745a-90eb-4f24-a303-7c843981be94	[]
318135647	['moleculaire natuurkunde', 'functietheorie']	rug-oai-pure.rug.nl-publications_d9d799ab-6108-4cac-a607-e0ae5b98a651	['kwantumchemie']
227027280	['geluk', 'sociale psychologie']	rug-oai-pure.rug.nl-publications_9b26beb3-9e30-40f8-bda8-d0d212299f5d	[]
258444541	['landbouwgronden', 'bodemkunde']	wur-oai-library.wur.nl-wurpubs_336545	['landinrichting', 'bodemkunde']
231989253	['dierengeografie', 'china']	wur-oai-library.wur.nl-wurpubs_120568	['china', 'remote sensing', 'geografische informatiesystemen', 'cartografie', 'wildbescherming']
266552366	['bedrijfsorganisatie', 'teamwerk']	rug-oai-pure.rug.nl-publications_1bcd43ae-d2c2-4447-9442-68495309140b	['organisatiepsychologie', 'groepsdynamica', 'organisatiesociologie']
376150173	['migraine', 'erfelijkheidsleer']	ul-oai-openaccess.leidenuniv.nl-1887_26993	['migraine']
296467928	['medische instrumenten en apparaten', 'cardiologie']	ul-oai-openaccess.leidenuniv.nl-1887_4460	[]
371458676	['automobilisme', 'psychosen']	rug-oai-pure.rug.nl-publications_23b6e7a5-143d-4e5a-ab53-5d745a48dc32	['psychopathologie', 'psychiatrie', 'psychosen']
265235375	['proteïnen', 'voedingsmiddelentechnologie']	uu-oai-dspace.library.uu.nl-1874_785	[]
419743146	['software', 'systeemontwikkeling (informatica)']	rug-oai-pure.rug.nl-publications_8b6f34c5-db66-497f-aee3-e8138da33040	[]
353712469	['europees recht', 'asielrecht']	ul-oai-openaccess.leidenuniv.nl-1887_20403	[]
412858290	['copd', 'astma']	rug-oai-pure.rug.nl-publications_1faeaecd-5bae-40ae-a53f-2f0c58dd0753	[]
31722767X	['sociale relaties', 'informatiesystemen']	eur-oai-repub.eur.nl-22826	[]
25371124X	['immunologie', 'endocrinologie']	eur-oai-repub.eur.nl-30843	['immunologie']
236651293	['prostaatkanker', 'bevolkingsonderzoek']	eur-oai-repub.eur.nl-31899	['prostaatkanker', 'urologie']
242453619	['trillingsleer', 'mathematische natuurkunde']	uu-oai-dspace.library.uu.nl-1874_876	[]
242246273	['prijsstelling (bedrijfseconomie)', 'goederenvervoer']	tud-oai-tudelft.nl-uuid-032d98d5-f69c-4f22-9714-58e33fbbf9fb	[]
316217379	['infectieziekten', 'risicoanalyse']	eur-oai-repub.eur.nl-14759	['infectieziekten']
39209682X	['kankerpatiënten', 'medische psychologie']	rug-oai-pure.rug.nl-publications_f1a594d2-b196-4ab0-8cdb-c2d5ba4f6417	[]
357317459	['kindergeneeskunde', 'psychosociale hulp']	rug-oai-pure.rug.nl-publications_f7b8cc15-dbd8-4121-926c-8b09406a0eb8	['jeugdgezondheidszorg', 'ontwikkelingspsychologie', 'kinderen', 'medische psychologie']
264429346	['dna', 'celbiologie']	eur-oai-repub.eur.nl-51219	[]
330640011	['stadsplanologie', 'waterkeringen']	tud-oai-tudelft.nl-uuid-258042d2-104f-4d59-b845-66d8e758b91b	[]
238238725	['kwantummechanica', 'theoretische informatica']	rug-oai-pure.rug.nl-publications_9053ab9f-4b20-4f40-8070-e0139a42d531	[]
387238255	['transplantatie', 'orgaan- en weefseldonaties']	rug-oai-pure.rug.nl-publications_18507e45-93b1-44e2-a965-cdcc118a41a6	[]
411962817	['astrofysica', 'melkwegstelsels']	rug-oai-pure.rug.nl-publications_5bd9b720-9229-4688-a9eb-1d0e1beb304d	[]
324125135	['bouwtechniek', 'energiebesparing']	tud-oai-tudelft.nl-uuid-e32e4540-e301-4015-aab9-b56feb5775d1	['gebouwen']
310705061	['vloeistoffen ; mechanica', 'stromingsleer']	tud-oai-tudelft.nl-uuid-36e8c997-a5d6-4671-966c-b2b040016f07	[]
267989482	['genen', 'bloeddruk']	eur-oai-repub.eur.nl-7343	['cardiologie']
257374329	['stromingsleer', 'polymeren']	tud-oai-tudelft.nl-uuid-6537ec00-174e-452e-8a46-360b3366d8ed	[]
228180198	['aardkorst', 'geomorfologie']	tud-oai-tudelft.nl-uuid-ab47bc4a-3df5-4190-ac38-2684c8a2bf39	[]
298715880	['moleculaire biologie', 'dna']	ul-oai-openaccess.leidenuniv.nl-1887_8784	[]
240404157	['marketing', 'consumentengedrag']	eur-oai-repub.eur.nl-868	['merken']
240356799	['lasertechniek', 'lassen']	tud-oai-tudelft.nl-uuid-9b7ae576-2a77-4a73-86b9-86c91516c178	[]
400397390	['hart- en vaatziekten', 'intensive care']	rug-oai-pure.rug.nl-publications_72925902-d293-4aca-9434-4b540b247559	[]
393635139	['software', 'programmeren']	rug-oai-pure.rug.nl-publications_df4841a9-0679-43b6-a58c-74e92adcf2a7	[]
290797551	['transplantatie', 'lever(ziekten)']	eur-oai-repub.eur.nl-7217	[]
241250803	['gynaecologie', 'vruchtbaarheid']	eur-oai-repub.eur.nl-32024	[]
275863301	['cuba', 'duurzame landbouw']	wur-oai-library.wur.nl-wurpubs_341253	['cuba', 'energiebeleid', 'overheidsbeleid', 'landbouwbeleid']
260824399	['organisatiesociologie', 'kennismanagement']	tud-oai-tudelft.nl-uuid-7fc4952f-2b79-4e6b-92aa-e38fa146af3c	[]
39173640X	['arbeidseconomie', 'onderwijssociologie']	rug-oai-pure.rug.nl-publications_c7ad64b9-97b6-45f4-9666-1e9dbe63931e	[]
216996252	['biotechnologie', 'afvalstoffen']	rug-oai-pure.rug.nl-publications_3c5b431d-2528-4a41-a01b-a9e18e51a120	[]
241789176	['transplantatie', 'hartchirurgie']	eur-oai-repub.eur.nl-32057	['transplantatie', 'cardiologie']
234582189	['oog(ziekten)', 'automobilisme']	rug-oai-pure.rug.nl-publications_e099c13d-1b7c-4232-b1fc-315e4fdc07b3	[]
274710595	['chemotherapie', 'toxicologie']	rug-oai-pure.rug.nl-publications_d8cc80a6-1ec4-41d9-be3c-107e0dfff184	['darmkanker', 'gastro-enterologie']
382938615	['waarschijnlijkheidsrekening', 'demografie']	rug-oai-pure.rug.nl-publications_ea08547c-33ba-457b-9e48-4feeffba0a48	[]
296195359	['bouwbedrijf', 'bedrijfsinnovatie']	rug-oai-pure.rug.nl-publications_a15ded2a-a33d-47ec-a640-675cb524735e	[]
39841386X	['tribologie', 'polymeren']	rug-oai-pure.rug.nl-publications_c5c92e44-1169-4f1c-b33b-21db8cb5b44a	[]
237288362	['hart- en vaatziekten', 'huisartsgeneeskunde']	eur-oai-repub.eur.nl-31901	['cardiologie']
273779400	['genen', 'bloed']	ul-oai-openaccess.leidenuniv.nl-1887_615	[]
298620456	['diabetes', 'migranten ; gezondheidszorg']	eur-oai-repub.eur.nl-8577	[]
255920636	['schimmels', 'erfelijkheidsleer']	wur-oai-library.wur.nl-wurpubs_327048	['schimmels']
258323647	['proteïnen', 'celbiologie']	eur-oai-repub.eur.nl-7259	['celbiologie']
250409712	['spectroscopie', 'polymeren']	tud-oai-tudelft.nl-uuid-62190d68-3900-448c-b453-abc34ae4c4ef	[]
400225778	['transplantatie', 'orgaan- en weefseldonaties']	rug-oai-pure.rug.nl-publications_40d5a5d6-32cb-4b2c-bc2a-c70b08140e93	[]
269518916	['driedimensionale afbeeldingen', 'seismologie']	tud-oai-tudelft.nl-uuid-fc907162-ef61-4be6-ba5d-50e6b735a4d9	[]
315349824	['verstedelijking', 'djakarta']	tud-oai-tudelft.nl-uuid-f44a80b2-3b4e-4c5b-ad97-bd249e537c54	[]
239170997	['landinrichting', 'bio-energie']	uu-oai-dspace.library.uu.nl-1874_754	['natuurbescherming']
296000590	['computerbeveiliging', 'internet']	eur-oai-repub.eur.nl-7841	['internet']
387271759	['chemotherapie', 'tumoren']	rug-oai-pure.rug.nl-publications_7d502620-8f56-44fe-ba78-6c44dd0a73e8	[]
26556509X	['aardoliewinning', 'hydrodynamica']	tud-oai-tudelft.nl-uuid-78f84bbf-85bd-42d0-83cc-6f6a217f1d11	[]
418011605	['economische psychologie', 'besluitvorming']	rug-oai-pure.rug.nl-publications_4b095d10-402d-4dfe-8f99-45873cd788bd	[]
217973647	['fysische chemie', 'antigenen']	wur-oai-library.wur.nl-wurpubs_122321	['thermodynamica', 'polymeren']
297712810	['etnische groepen ; nederland', 'huisartsgeneeskunde']	eur-oai-repub.eur.nl-8143	[]
269104364	['immunologie', 'celbiologie']	eur-oai-repub.eur.nl-7348	['immunologie']
288573102	['bedrijfsgeneeskunde', 'ziektewet']	rug-oai-pure.rug.nl-publications_41149467-893c-4d62-807e-a6a6e6535016	['bedrijfsgeneeskunde', 'ziektewet', 'ziekteverzuim']
331785102	['schimmels', 'bacteriën']	ul-oai-openaccess.leidenuniv.nl-1887_16531	['microbiologie']
261818074	['kernsplitsing', 'atomen']	rug-oai-pure.rug.nl-publications_9680a813-ba14-4b09-9bd3-5761d8be21a5	['kernsplitsing']
308121929	['rassenvraagstuk', 'india ; geschiedenis']	ul-oai-openaccess.leidenuniv.nl-1887_13850	['identiteit', 'nationalisme']
242904890	['ouderen ; gezondheidszorg', 'breuken (geneeskunde)']	eur-oai-repub.eur.nl-421	[]
340219386	['aderverkalking', 'autoimmuunziekten']	rug-oai-pure.rug.nl-publications_d69cb6b4-e673-47ee-a399-f6a98ff1fe08	['cardiologie']
254955622	['plantengeografie', 'zaadplanten']	uu-oai-dspace.library.uu.nl-1874_240	['natuurbescherming', 'grasland']
297760637	['proteïnen', 'biofysica']	ul-oai-openaccess.leidenuniv.nl-1887_4991	[]
318142651	['gehoor', 'biomaterialen']	uu-oai-dspace.library.uu.nl-1874_33670	[]
413153207	['proteïnen', 'copd']	rug-oai-pure.rug.nl-publications_7632daef-b203-479e-8dc9-f44a5ce3677c	[]
297126679	['ademhalingsstoornissen', 'neonatologie']	rug-oai-pure.rug.nl-publications_778ed975-134c-468b-821f-50798a51535d	['kindergeneeskunde', 'ademhaling']
382578287	['biotechnologie', 'biobrandstoffen']	rug-oai-pure.rug.nl-publications_51a0ae49-6a2e-4c97-a9fb-68bfbc4ded87	[]
387690409	['kankerbehandeling', 'hersentumoren']	rug-oai-pure.rug.nl-publications_1d72f7e6-7b48-4ed6-b164-2e9b72705e4b	[]
31424719X	['proteïnen', 'bacteriën']	rug-oai-pure.rug.nl-publications_5a6e0a01-9e78-43b1-b9a7-2e07e61d1640	[]
28898210X	['automatisering', 'goederenvervoer']	tud-oai-tudelft.nl-uuid-992be87d-9e17-4d6c-8a38-95b6449ea636	[]
275865495	['proteïnen', 'kristalchemie']	ul-oai-openaccess.leidenuniv.nl-1887_834	[]
400379724	['psychopathologie', 'zwangerschap']	rug-oai-pure.rug.nl-publications_ba3b6780-08fa-41a7-b8c0-842c34277a36	[]
